""	"rateTrain"	"rateAirplane"	"Attractiveness"	"ManipDest"	"ManipInfo"	"ManipTax"	"PreferTrain"	"PreferAirplane"	"ImportPrice"	"ImportTime"	"ImportComfort"	"SchipholTrain"	"SchipholCar"	"CO2Comp"	"CO2Comp5E"	"CO2Comp7E"	"CO2CompMax"	"Nep01"	"Nep02"	"Nep03"	"Nep04"	"Nep05"	"Bif01"	"Bif02"	"Bif03"	"Bif04"	"Bif05"	"Bif06"	"Bif07"	"Guilt01"	"Guilt02"	"Guilt03"	"Guilt04"	"Guilt05"	"Big01"	"Big02"	"Big03"	"Big04"	"Big05"	"Big06"	"Big07"	"Big08"	"Big09"	"Big10"	"dGender"	"YrBirth"	"dIBA"	"SatFac"	"HrPWork"	"HrVWork"	"HrClass"	"HrStud"	"cLiving"	"cLocate"	"dPreMas"	"dSports"	"dFraternity"	"dAssoc"	"dAbroad"	"CheckDest"	"CheckInfo"	"CheckTax"	"avgEnvironBelief"	"avgGuiltFeel"	"avgPersonal"	"f.ManipInfo"
"458"	91	29	70	"Berlin"	1	3	71	91	79	60	43	3	5	1	1	2	5	6	3	2	2	7	2	1	1	1	1	1	1	2	3	2	2	2	3	4	4	4	2	4	3	4	2	4	1	1999	2	87	4	0	10	20	1	1	2	2	2	1	1	2	2	3	6	3.4	3.5	"Yes"
"459"	20	80	70	"Marseille"	2	3	40	60	80	70	70	2	3	2	1	1	10	5	6	5	5	6	2	2	2	1	2	1	2	2	4	4	2	4	4	4	2	4	2	4	2	4	4	2	2	1998	1	72	12	0	8	20	2	1	2	1	1	2	2	3	1	1	3.8	2.8	3.5	"No"
"460"	0	100	87	"Berlin"	2	2	18	79	13	84	74	1	2	1	1	1	8	5	4	6	6	3	2	1	1	1	1	1	1	2	4	4	4	4	2	4	4	4	2	4	3	4	2	4	1	2000	1	82	5	0	3	5	2	1	2	2	1	1	2	2	2	2	3.2	2.4	3.625	"No"
"461"	0	100	80	"Londen"	2	3	30	70	40	60	5	4	4	2	2	2	3	4	2	6	6	5	1	2	2	2	2	2	2	1	3	4	4	5	3	5	4	3	2	4	2	4	5	4	2	1998	1	70	28	2	2	6	3	4	2	1	2	1	2	1	1	1	3.8	1.8	3.25	"No"
"462"	60	85	90	"Londen"	1	1	75	50	95	25	65	2	3	1	1	1	15	6	2	4	5	5	2	1	2	1	1	1	2	1	2	4	4	5	3	5	2	5	4	4	2	3	1	5	1	1999	1	75	6	0	10	15	2	2	2	1	1	2	2	1	2	1	4.8	1.6	4.125	"Yes"
"463"	35	80	75	"Londen"	2	2	85	10	75	55	30	2	3	2	2	2	3	6	6	1	6	7	2	1	2	1	2	2	2	1	1	5	5	5	2	2	1	4	3	4	4	3	2	5	1	1996	1	85	0	0	8	15	1	3	1	1	2	2	1	1	1	2	4.8	1	3.5	"No"
"464"	21	82	72	"Marseille"	1	2	NA	100	70	30	54	2	3	1	1	1	25	6	2	1	3	7	1	1	2	2	1	2	2	4	4	2	1	4	4	4	5	4	2	5	3	4	2	5	2	1999	1	77	0	0	40	10	3	3	2	1	2	1	1	3	2	2	6.2	3.8	3.375	"Yes"
"465"	0	100	40	"Marseille"	2	2	50	50	75	70	58	3	2	1	1	1	10	6	2	2	2	7	2	1	2	1	1	2	1	2	2	4	2	3	4	4	4	5	4	4	2	4	4	5	2	1999	1	86	16	0	6	18	2	1	2	1	2	2	2	3	1	2	6.2	2.6	3.375	"No"
"466"	29	47	45	"Londen"	1	3	50	41	45	58	49	3	2	1	1	1	2	5	5	6	4	4	1	1	1	2	2	1	1	3	3	3	2	4	3	3	2	4	3	4	2	3	3	3	1	2000	1	32	0	0	20	20	5	2	2	1	2	2	1	1	2	1	3.6	3	3.5	"Yes"
"467"	35	92	70	"Marseille"	1	2	70	40	70	80	65	2	2	1	1	1	15	7	1	1	2	6	1	1	2	1	2	1	1	2	4	1	2	2	4	4	4	3	3	4	4	4	4	4	2	1997	1	65	8	0	8	14	2	1	1	1	2	2	1	3	2	2	6.6	3.8	2.875	"Yes"
"468"	0	100	88	"Marseille"	1	3	22	71	100	53	80	3	2	1	1	1	20	6	3	2	5	7	2	1	1	1	1	1	1	1	3	5	3	5	5	5	4	2	4	5	4	5	5	5	2	1998	1	80	12	0	14	12	5	4	2	2	2	2	2	3	2	3	5.4	1.8	2.875	"Yes"
"469"	20	40	40	"Berlin"	1	1	10	50	85	70	35	4	4	2	1	2	750	4	6	2	3	5	2	1	2	2	2	1	2	3	2	4	2	3	3	4	3	4	5	4	3	2	2	5	2	1999	1	70	8	0	8	16	2	5	2	2	1	2	2	2	2	1	4.4	2.8	3.375	"Yes"
"470"	100	50	100	"Berlin"	1	3	100	9	30	60	70	1	5	2	1	1	15	4	5	3	2	5	2	1	2	1	1	1	2	1	4	3	2	4	5	2	2	1	2	2	4	4	4	3	2	1999	2	60	0	0	2	10	2	1	2	2	2	1	1	2	1	3	4.6	2.8	2.25	"Yes"
"471"	0	80	75	"Marseille"	2	3	50	50	80	80	20	2	2	1	1	1	18	6	2	2	4	6	2	1	2	1	1	1	1	2	4	3	4	4	4	4	4	5	2	3	2	4	1	4	1	1998	1	20	24	0	4	4	3	1	2	1	2	2	1	3	1	3	5.6	2.6	3.625	"No"
"472"	10	90	35	"Marseille"	1	3	26	77	68	58	40	3	3	1	1	1	15	6	5	6	3	7	1	1	1	1	2	1	1	1	1	5	2	5	5	4	4	3	2	3	3	4	3	4	1	1998	1	69	0	0	8	16	3	2	2	1	2	2	2	3	1	2	4.6	1.6	2.875	"Yes"
"473"	20	100	60	"Marseille"	1	2	50	50	80	40	50	4	4	1	1	1	100	6	2	2	1	6	1	1	2	1	2	1	2	2	2	4	4	4	4	4	2	3	2	4	2	4	4	4	2	1997	1	75	5	0	12	40	3	3	2	1	2	2	2	3	2	2	6.2	2	3.375	"Yes"
"474"	10	77	40	"Marseille"	1	1	NA	100	36	35	36	2	2	1	1	1	15	6	3	1	3	7	2	1	1	1	1	2	1	4	2	2	2	2	4	4	4	4	2	4	4	3	4	4	1	1999	1	75	0	0	0	40	5	1	2	1	1	2	2	3	2	1	6	3.6	2.875	"Yes"
"475"	0	100	37	"Berlin"	1	1	0	100	100	100	54	4	4	2	2	2	0	7	7	6	7	2	2	1	2	1	2	1	1	1	3	5	5	5	3	5	1	5	4	5	3	5	2	4	1	2000	1	74	10	0	10	20	2	1	2	2	1	1	2	2	2	1	2.6	1.4	4.375	"Yes"
"476"	5	95	75	"Londen"	2	1	10	80	31	60	20	3	4	1	1	1	10	6	5	2	5	6	1	1	2	1	2	1	2	1	2	5	3	5	2	4	5	2	4	4	2	2	4	5	1	1999	1	70	18	0	4	5	3	3	2	1	2	1	2	1	1	1	4.8	1.6	2.875	"No"
"477"	20	80	80	"Londen"	1	3	20	80	80	50	50	4	4	1	2	2	3	6	5	2	5	5	2	1	1	1	1	1	1	1	2	1	2	5	5	5	4	4	3	4	4	4	4	4	1	1999	1	70	0	0	14	10	1	1	2	1	2	2	2	1	2	3	4.6	2.6	3	"Yes"
"478"	20	80	35	"Marseille"	1	1	50	50	60	65	55	2	2	1	1	1	15	7	1	1	1	5	2	1	2	1	1	2	1	1	1	4	2	5	3	5	1	3	3	4	3	5	3	3	1	1998	1	95	0	10	15	25	1	1	1	1	1	1	2	3	2	1	6.6	1.8	3.875	"Yes"
"479"	10	90	60	"Londen"	2	3	0	100	100	40	20	1	1	1	1	1	10	5	4	2	3	6	2	1	1	1	2	1	2	1	4	3	1	2	1	5	1	5	4	4	3	5	1	2	2	2000	2	100	6	8	10	20	1	1	2	1	2	1	1	1	1	3	5.2	3.4	4.625	"No"
"480"	10	90	80	"Berlin"	2	1	20	80	60	50	40	4	3	1	1	2	5	3	6	2	5	6	1	1	2	2	2	2	2	1	2	3	3	5	4	3	4	2	1	3	2	4	5	4	2	2000	1	70	16	0	8	5	3	4	2	1	2	2	2	2	1	1	4	2	2.625	"No"
"481"	0	100	75	"Londen"	2	2	60	86	75	60	50	2	2	1	1	1	15	5	6	3	4	6	2	1	1	1	1	1	1	3	3	3	3	3	4	4	4	4	3	4	3	3	2	4	1	1995	1	71	21	0	3	4	2	1	2	1	2	2	2	1	1	2	4.4	3	3.25	"No"
"482"	70	45	87	"Londen"	2	2	32	76	56	35	55	4	3	1	1	1	20	5	2	3	3	5	2	1	2	1	1	1	1	2	4	4	4	4	3	5	3	2	5	4	2	4	4	5	2	1999	1	73	3	0	12	44	1	4	2	2	2	1	1	1	1	2	5.2	2.4	3.375	"No"
"483"	50	50	74	"Berlin"	1	3	50	50	59	59	59	1	4	1	1	1	20	6	5	3	4	7	1	1	2	1	1	1	1	1	4	1	1	3	4	3	4	1	3	4	3	1	5	5	2	1999	2	60	0	0	20	60	2	4	2	2	2	2	1	2	2	3	5	3.6	2.125	"Yes"
"484"	0	100	30	"Berlin"	2	2	0	100	35	78	77	3	3	1	1	1	50	5	2	3	2	4	2	1	2	1	2	1	1	2	3	4	3	5	4	2	5	5	4	3	3	3	4	5	1	1998	1	46	15	0	5	2	3	1	2	1	2	2	2	2	1	2	5.2	2.2	2.625	"No"
"485"	80	10	100	"Berlin"	1	1	0	90	40	30	50	4	3	1	1	1	20	5	3	4	2	7	2	1	1	1	2	1	1	3	5	3	1	2	1	4	3	5	2	5	2	4	4	3	2	2000	1	81	8	0	4	8	2	1	2	1	2	2	2	2	1	1	5.4	4	4	"Yes"
"486"	71	40	87	"Londen"	1	1	21	62	23	75	73	4	3	1	1	1	20	3	1	3	2	5	1	2	2	2	1	2	2	4	4	3	2	3	5	5	2	2	4	2	1	3	5	4	1	1999	1	85	0	0	10	20	2	2	2	2	2	2	2	1	2	1	5.2	3.6	2.875	"Yes"
"487"	10	80	60	"Londen"	2	2	30	80	75	35	50	2	2	2	2	2	0	5	4	5	6	4	1	1	2	1	2	2	2	1	1	1	5	5	3	4	3	5	4	5	3	4	2	2	1	1997	1	70	0	0	8	20	2	1	1	2	2	1	1	1	1	2	3.6	1.8	3.875	"No"
"488"	10	90	100	"Londen"	1	2	71	29	100	81	40	2	5	1	1	1	10	5	2	1	3	6	1	1	2	2	2	2	2	3	3	3	4	3	2	4	4	2	1	5	3	4	2	5	2	2000	2	79	10	4	10	3	2	4	2	2	1	1	2	1	2	2	5.8	2.8	3.5	"Yes"
"489"	25	75	10	"Marseille"	1	2	80	20	80	15	5	3	2	1	1	1	9.5	7	6	3	3	6	2	1	1	1	2	1	1	4	3	2	2	2	1	5	4	4	1	4	2	3	4	4	1	2000	1	70	10	0	10	10	3	1	2	1	1	2	2	3	2	2	5	3.8	3.625	"Yes"
"490"	9	100	50	"Berlin"	2	3	NA	100	31	84	96	3	3	1	1	1	15	5	1	4	5	7	2	1	2	2	2	1	2	1	2	5	4	5	4	1	5	5	1	5	2	3	5	5	2	1999	1	82	15	0	8	3	1	1	2	1	1	2	2	2	1	3	5.2	1.4	2.75	"No"
"491"	10	56	50	"Marseille"	2	3	25	75	81	40	50	3	2	2	1	2	5	5	3	2	4	6	2	1	1	1	1	1	2	3	4	3	2	3	4	4	4	3	3	3	4	4	4	3	1	1998	1	65	16	5	4	20	2	2	2	1	2	2	2	3	1	3	5.2	3.4	2.75	"No"
"492"	26	80	50	"Londen"	1	3	85	16	66	40	49	3	5	1	1	1	10	5	2	2	4	6	1	1	2	2	1	2	2	1	1	5	5	5	2	2	3	3	3	4	3	4	3	4	1	1997	1	73	10	0	5	2	1	1	2	2	1	2	1	1	2	2	5.4	1	3.25	"Yes"
"493"	70	95	80	"Marseille"	1	1	80	80	50	70	45	4	4	1	1	1	10	5	2	2	4	5	2	1	2	1	2	2	1	2	3	3	4	4	2	4	1	3	4	4	2	5	3	5	1	1997	1	90	24	0	10	5	2	5	1	2	2	1	1	3	2	1	5.2	2.4	4	"Yes"
"494"	20	100	65	"Berlin"	1	3	30	70	40	70	30	3	2	1	1	2	5	5	5	3	6	5	2	2	2	1	2	2	1	1	1	5	4	5	3	4	4	4	2	5	3	5	4	3	2	2001	1	60	16	0	8	23	3	1	2	1	2	2	2	2	2	3	4	1.2	3.5	"Yes"
"495"	0	89	41	"Marseille"	2	2	11	67	70	8	42	2	5	1	1	1	18	5	7	6	4	6	2	1	1	1	1	1	1	1	1	5	5	5	3	5	3	4	4	5	5	4	2	5	1	1999	1	62	0	0	6	10	2	4	2	1	2	2	2	3	1	2	3.6	1	3.625	"No"
"496"	83	18	100	"Berlin"	1	3	68	42	74	61	50	3	5	2	2	2	0	6	2	3	3	6	2	1	2	1	1	1	2	1	1	4	4	4	2	5	4	4	1	3	3	4	4	4	2	1998	2	80	8	0	8	15	2	1	2	2	2	1	1	2	2	1	5.6	1.6	3.375	"Yes"
"497"	10	90	85	"Londen"	2	1	100	NA	85	60	20	1	5	1	1	1	20	6	5	2	5	7	2	1	2	1	1	1	1	3	2	3	2	3	2	4	3	4	4	4	2	3	2	4	1	2000	2	65	0	0	5	15	2	1	2	1	2	2	1	1	1	1	5	3	3.75	"No"
"498"	35	65	100	"Londen"	1	3	70	30	80	50	20	3	2	2	2	2	0	6	2	1	1	5	1	1	1	1	1	1	2	1	4	5	3	5	4	3	3	5	5	3	2	4	1	3	1	2001	2	85	6	3	8	25	3	3	2	1	2	2	2	1	2	3	6.2	2	3.625	"Yes"
"499"	0	100	20	"Marseille"	1	2	25	75	70	20	10	1	5	1	2	2	250	5	5	5	6	6	2	1	1	1	2	2	2	1	1	5	5	5	5	4	2	5	2	2	3	4	2	5	1	1997	1	25	16	0	10	10	1	2	2	2	2	2	1	3	2	2	3.8	1	3.375	"Yes"
"500"	30	70	50	"Marseille"	1	1	50	50	80	70	60	3	3	1	1	1	15	6	2	2	4	7	2	1	1	1	2	2	1	3	3	3	2	2	2	5	3	4	4	4	3	4	3	4	2	1999	1	55	8	0	7	10	1	4	2	2	2	1	1	3	2	1	5.8	3.4	3.75	"Yes"
"501"	0	100	80	"Londen"	2	1	35	80	49	45	20	2	5	2	1	1	9	7	4	1	5	7	2	1	2	1	1	1	1	1	2	4	5	4	1	4	2	5	5	5	4	5	2	5	1	1999	2	85	0	0	15	20	2	1	2	2	2	1	2	1	1	1	5.6	1.6	4.25	"No"
"502"	10	95	75	"Londen"	2	1	2	86	82	41	13	2	3	2	1	2	10	6	4	2	5	7	1	1	2	1	1	2	1	1	2	4	4	4	4	4	4	2	2	5	2	4	4	3	2	2000	1	85	6	0	6	15	1	1	2	2	1	2	2	1	1	1	5.2	1.8	3.125	"No"
"503"	23	86	53	"Marseille"	1	1	0	100	82	67	50	3	2	2	2	2	1	7	5	5	3	5	1	2	1	2	1	1	1	2	2	2	4	2	2	5	2	4	3	5	3	2	1	5	1	2000	1	78	8	0	6	20	3	2	2	1	1	2	2	3	2	1	4.6	2.8	4	"Yes"
"504"	0	100	61	"Marseille"	1	2	NA	100	60	40	30	3	3	2	1	2	6	6	2	1	3	6	2	1	1	1	1	1	1	2	2	4	2	4	2	5	1	4	4	5	2	4	1	4	2	2000	1	87	11	1	5	4	1	1	2	1	2	2	2	3	2	2	6	2.4	4.5	"Yes"
"505"	14	85	76	"Londen"	2	3	33	67	84	73	57	4	4	2	2	2	3	6	5	4	3	6	2	2	2	1	2	2	2	1	2	4	4	4	3	4	4	3	3	4	2	3	3	5	1	1999	1	66	0	0	8	2	3	3	2	1	2	2	2	1	2	1	4.8	1.8	3.25	"No"
"506"	60	30	60	"Berlin"	1	1	76	0	30	50	40	4	3	2	2	2	0	5	7	2	1	3	2	1	2	1	1	1	2	1	2	5	4	5	3	2	1	4	1	4	2	4	1	3	2	1999	1	80	25	4	10	10	3	4	2	1	2	2	1	2	2	1	4.4	1.4	3.875	"Yes"
"507"	10	90	95	"Londen"	1	2	5	95	70	60	60	3	3	2	1	1	10	6	2	1	5	7	1	1	1	1	2	1	2	1	4	4	2	4	3	4	4	4	4	4	3	2	4	4	1	1998	1	75	8	0	3	5	1	1	2	1	1	2	1	1	2	2	5.8	2.6	3	"Yes"
"508"	0	100	55	"Marseille"	1	3	NA	90	85	30	80	2	1	1	1	1	30	5	5	4	5	5	2	2	2	1	1	1	1	2	4	4	3	4	1	5	1	2	2	5	3	2	4	4	2	1999	1	78	20	0	18	20	3	2	2	1	2	2	2	3	2	3	4	2.6	3.625	"Yes"
"509"	8	91	100	"Londen"	1	1	18	90	100	50	52	2	1	1	1	1	50	7	4	1	7	7	2	1	1	1	1	1	1	1	4	1	1	1	1	5	1	1	1	5	1	5	3	5	2	2000	1	90	8	0	6	8	2	1	2	1	1	2	1	1	2	1	5.2	4	4.25	"Yes"
"510"	1	100	81	"Londen"	1	2	83	22	74	33	26	4	4	1	1	1	15	6	4	2	6	6	1	2	2	1	2	1	1	3	3	3	3	3	4	4	1	4	3	4	4	5	4	5	1	2000	2	67	24	0	6	24	2	3	2	2	2	2	1	1	2	2	4.8	3	3.5	"Yes"
"511"	50	90	80	"Londen"	2	2	31	83	84	63	80	2	2	2	1	1	20	6	5	2	3	5	1	1	2	1	1	1	1	1	2	5	5	5	2	4	4	4	2	5	4	4	3	4	1	2000	1	69	10	0	2	10	1	1	2	2	2	1	2	1	1	2	5	1.2	3.5	"No"
"512"	60	90	70	"Londen"	2	1	20	80	95	75	30	4	4	1	1	1	8	6	1	1	2	7	2	1	1	2	2	2	1	3	2	4	3	3	2	5	3	2	1	4	3	5	3	5	1	1998	1	68	16	0	6	15	3	4	2	1	2	2	2	1	1	1	6.6	2.6	3.625	"No"
"513"	20	100	50	"Londen"	2	1	20	90	70	70	40	3	2	2	2	2	0	5	4	2	4	6	1	1	1	1	2	2	2	1	2	4	4	5	4	5	4	3	4	3	3	4	3	5	2	2000	1	80	8	0	10	5	1	1	2	2	2	2	2	1	1	1	5	1.6	3.125	"No"
"514"	2	100	60	"Marseille"	2	3	60	40	80	70	30	4	4	1	1	1	20	5	4	3	2	4	2	1	2	1	1	1	1	1	1	4	5	5	5	5	4	5	3	2	3	3	4	4	1	1999	1	70	0	0	12	6	3	4	2	2	2	2	2	3	1	2	4.8	1.2	2.875	"No"
"515"	25	90	68	"Berlin"	2	3	49	58	66	36	13	3	4	1	1	1	8.5	6	7	2	5	4	2	2	1	1	1	2	1	4	5	3	4	2	3	4	3	3	1	4	1	4	4	5	1	2000	2	82	12	0	10	20	3	3	2	2	2	2	2	2	1	3	4	3.6	3.5	"No"
"516"	10	100	50	"Marseille"	1	2	0	100	50	50	50	4	3	1	1	2	5	5	4	3	4	5	2	1	2	1	1	1	2	2	3	4	3	3	3	4	1	4	4	4	2	5	3	4	1	1997	1	70	10	0	14	7	3	2	2	1	2	2	2	3	2	2	4.6	2.6	4	"Yes"
"517"	10	90	90	"Marseille"	2	2	60	60	80	40	5	1	5	1	1	2	5	5	3	3	5	6	1	1	2	1	1	2	2	2	2	2	3	4	5	4	2	5	2	2	2	4	4	3	2	2000	2	80	3	0	10	20	1	1	2	1	2	2	2	3	1	2	4.8	2.6	3.25	"No"
"518"	70	80	85	"Berlin"	2	3	50	88	70	65	40	2	3	1	1	1	10	6	6	2	3	2	1	1	2	1	2	1	1	3	3	3	2	3	2	4	4	2	1	4	3	4	3	4	2	1998	1	50	25	0	9	5	1	5	2	2	2	2	2	2	1	3	4.2	3.2	3.25	"No"
"519"	0	100	100	"Marseille"	1	2	20	80	80	79	87	4	4	2	2	2	0	6	2	2	7	6	2	1	1	1	1	1	2	3	3	4	4	4	3	4	4	5	2	4	4	4	2	4	1	1999	1	74	10	0	8	5	3	4	2	1	2	1	2	3	2	2	5	2.4	3.5	"Yes"
"520"	58	71	92	"Londen"	1	2	74	33	79	75	53	1	2	1	1	1	10	6	3	2	5	6	1	1	2	1	1	1	1	1	3	4	4	4	3	5	2	4	2	4	2	4	3	5	1	2000	1	76	0	0	15	20	2	3	2	1	1	2	2	1	2	2	5.2	2	3.875	"Yes"
"521"	40	92	81	"Berlin"	2	2	19	91	85	95	72	4	2	1	1	1	15	6	2	1	6	7	1	1	2	2	1	2	2	3	3	4	4	4	3	4	5	3	4	4	3	2	4	5	2	1999	1	81	12	0	20	10	3	2	2	2	2	2	2	2	1	2	5.6	2.4	2.75	"No"
"522"	0	100	20	"Marseille"	1	3	20	80	30	75	65	4	3	1	1	1	25	5	2	2	2	6	1	2	2	2	2	1	2	1	1	3	4	5	4	4	4	4	2	2	2	4	2	5	1	2000	1	60	8	0	8	4	3	4	2	2	2	2	2	3	2	3	5.8	1.6	3.25	"Yes"
"523"	75	90	97	"Berlin"	2	1	78	17	69	86	77	3	2	1	1	1	8	2	3	1	5	6	2	1	1	1	1	1	1	1	1	5	5	5	4	3	2	4	5	5	3	4	2	4	1	1999	1	72	15	0	12	10	3	3	2	1	2	2	2	2	1	1	4.6	1	3.625	"No"
"524"	1	90	75	"Londen"	2	3	NA	100	35	85	95	4	4	2	2	2	2	5	7	3	2	3	2	2	1	1	2	1	2	1	4	1	1	1	4	4	1	4	1	4	2	4	2	5	1	1999	1	85	5	0	8	10	2	4	2	2	1	2	2	1	1	3	4	4	3.875	"No"
"525"	10	94	26	"Berlin"	2	1	5	100	61	60	37	4	3	1	1	1	20	5	2	1	4	7	2	1	1	2	2	1	1	1	2	4	2	2	3	3	2	5	2	5	3	4	1	3	1	2000	1	87	26	1	8	2	3	4	2	1	2	2	2	2	1	1	5.8	2.6	4	"No"
"526"	25	75	60	"Berlin"	2	1	40	60	30	80	65	3	2	2	2	2	0	7	5	1	5	7	2	2	2	1	1	1	1	1	2	4	4	5	4	5	4	4	1	5	2	3	3	5	1	2000	1	40	10	0	15	5	2	2	2	2	2	2	2	2	1	1	5.4	1.6	3.5	"No"
"527"	80	61	95	"Londen"	2	1	100	50	20	72	96	2	2	1	2	2	250	6	5	2	5	7	2	1	1	1	1	1	1	1	1	4	4	5	3	5	2	5	1	5	1	4	3	5	1	1999	1	81	0	0	55	45	5	1	2	2	1	1	2	1	1	1	5	1.4	4.25	"No"
"528"	10	90	30	"Berlin"	2	3	90	30	80	90	70	4	2	1	1	1	40	1	5	6	4	3	2	1	1	1	2	1	2	1	1	4	4	5	4	5	1	3	4	3	2	5	4	5	1	1999	1	55	15	0	20	8	3	2	2	2	2	2	2	2	1	3	2.6	1.4	3.625	"No"
"529"	30	100	40	"Londen"	1	2	NA	100	61	62	47	3	3	2	2	2	0	5	7	5	1	2	2	1	2	2	2	2	2	1	3	4	4	5	3	5	4	5	3	4	3	3	2	3	1	1998	1	40	12	2	10	10	3	3	2	2	2	2	2	1	1	1	3.6	1.8	3.625	"Yes"
"530"	40	70	74	"Marseille"	1	2	90	31	100	68	56	3	4	2	2	2	0	6	3	1	7	7	2	1	1	1	1	1	1	1	2	4	3	4	5	5	1	4	4	1	3	5	1	4	1	1999	1	91	0	0	16	30	3	1	2	1	2	2	2	3	2	2	5.2	2	3.625	"Yes"
"531"	0	51	19	"Berlin"	2	1	18	60	76	80	62	4	2	1	1	1	15	3	6	4	7	7	2	1	2	2	1	1	1	1	3	4	3	4	3	5	3	4	3	3	3	4	2	5	1	1997	1	63	0	0	6	20	3	1	2	2	2	2	2	2	1	1	3.4	2.2	3.625	"No"
"532"	30	100	62	"Berlin"	2	2	83	0	88	76	16	4	3	2	2	2	3	5	7	3	2	3	2	1	1	2	1	1	2	2	2	4	3	4	3	4	2	3	1	3	3	4	2	3	1	2000	1	56	5	5	3	20	2	5	2	2	1	2	2	2	1	2	4	2.2	3.5	"No"
"533"	61	71	77	"Berlin"	2	2	83	49	70	70	14	3	2	1	1	1	10	6	5	5	4	6	1	1	2	2	2	2	2	3	4	2	2	2	4	4	3	5	2	3	2	4	1	3	1	2000	1	75	18	4	10	30	3	3	2	1	2	1	2	2	1	2	4.4	3.8	3.75	"No"
"534"	10	93	35	"Berlin"	1	3	60	40	100	85	73	2	3	2	1	1	10	6	1	2	5	6	2	1	2	1	2	1	1	3	3	4	3	3	4	4	3	1	1	4	3	2	4	5	1	1998	1	75	16	0	8	8	2	2	2	2	2	1	2	2	2	3	5.6	2.8	2.625	"Yes"
"535"	10	91	42	"Berlin"	2	3	21	60	21	65	53	3	4	1	1	1	10	5	2	4	7	6	2	1	2	2	2	1	1	1	2	5	4	5	3	5	2	5	4	5	3	3	2	4	1	1999	1	71	0	0	5	18	1	1	2	2	1	2	2	2	1	2	4.4	1.4	4	"No"
"536"	61	100	92	"Londen"	2	3	29	84	82	83	45	1	1	1	1	1	20	6	2	3	6	6	2	1	1	2	1	1	1	2	2	4	4	4	4	5	4	2	2	4	2	4	4	5	1	1999	1	82	0	0	2	15	3	1	2	2	2	2	2	1	1	3	5	2	3.125	"No"
"537"	29	84	98	"Londen"	2	2	83	21	84	40	36	3	3	1	1	1	30	5	2	2	2	5	1	1	2	2	2	1	1	3	4	2	2	2	4	5	4	5	1	4	3	5	4	5	1	2000	1	72	8	0	6	25	2	3	2	2	1	2	2	1	2	2	5.6	3.8	3.5	"No"
"538"	29	78	59	"Berlin"	2	3	33	66	59	82	72	4	2	1	1	1	10	3	5	4	6	6	2	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	3	2	3	4	3	4	1	2000	1	70	10	10	20	5	3	2	2	1	2	2	2	2	2	3	3.6	2.8	3	"No"
"539"	10	100	90	"Londen"	1	1	0	100	100	90	75	3	3	2	2	2	0	5	2	4	2	6	1	1	2	2	2	1	1	1	3	5	4	5	4	4	3	2	2	4	4	4	4	5	2	1996	1	50	15	0	4	12	4	1	2	2	2	2	2	1	2	1	5.4	1.6	2.875	"Yes"
"540"	70	70	70	"Berlin"	1	2	39	70	70	72	72	2	3	1	1	1	20	5	2	2	4	4	2	1	2	1	1	1	2	1	1	5	4	5	2	4	2	2	2	4	3	3	3	2	2	1999	1	70	0	0	14	10	2	1	2	1	1	2	2	2	2	2	5	1.2	3.375	"Yes"
"541"	50	80	75	"Londen"	1	1	70	50	60	25	60	1	5	2	1	1	15	5	2	2	5	5	2	1	2	1	2	2	2	1	3	4	2	4	4	5	4	2	4	4	4	3	4	1	2	1997	1	80	18	0	6	10	2	1	2	2	1	2	2	1	2	1	5	2.4	2.75	"Yes"
"542"	10	90	80	"Londen"	1	2	15	90	80	70	80	1	1	2	2	2	0	6	3	1	3	6	2	1	1	1	1	1	1	2	3	4	3	4	2	4	2	4	4	4	1	4	2	4	1	1996	1	50	8	0	10	35	2	1	2	2	2	1	1	1	1	2	5.8	2.4	4.125	"Yes"
"543"	14	90	25	"Londen"	2	3	22	64	92	92	50	3	5	2	2	2	2	2	7	3	7	6	2	1	1	2	1	2	2	1	1	5	5	5	4	5	2	4	4	2	5	4	3	5	1	1999	2	60	0	0	16	60	2	2	2	2	2	1	1	1	1	3	3	1	3.125	"No"
"544"	10	90	40	"Marseille"	2	2	70	30	70	80	60	2	2	2	1	1	20	5	4	5	6	5	1	1	2	1	1	2	2	1	2	4	4	5	4	4	4	4	4	4	2	4	2	4	1	1996	1	70	12	0	7	4	2	2	1	1	2	2	1	3	1	1	3.8	1.6	3.5	"No"
"545"	20	81	40	"Londen"	2	2	90	9	50	50	30	2	2	1	1	1	20	6	3	1	5	6	2	1	2	2	1	1	2	3	4	2	2	2	4	4	1	4	2	5	1	3	2	2	1	1996	1	15	6	10	4	20	1	1	2	2	1	2	1	1	1	2	5.4	3.8	4	"No"
"546"	40	80	90	"Berlin"	1	1	30	80	70	80	75	2	5	2	2	2	0	5	2	3	7	5	1	1	2	1	2	2	1	1	1	5	5	5	2	5	4	3	4	5	3	1	3	5	1	1994	1	80	24	0	10	20	4	2	1	1	2	2	2	2	2	1	4.4	1	3.25	"Yes"
"547"	41	100	87	"Londen"	2	1	37	99	100	100	71	1	1	1	1	2	5	5	1	2	1	6	2	1	1	1	2	1	1	1	3	5	4	5	1	5	3	5	2	5	1	4	3	5	1	1997	1	100	20	0	12	20	3	2	2	1	2	1	1	1	1	1	6.2	1.6	4.375	"No"
